0.0, 5000.0, 6.633721017, 0.0, 500.0, 50.0, 0.971251764
0.0, 5000.0, 12.965939955, 0.0, 500.0, 50.0, 7.441685064
0.0, 5000.0, 56.056109168, 0.0, 500.0, 50.0, 2.965451586
0.0, 5000.0, 2.295798892, 0.0, 500.0, 50.0, 0.312356104
0.0, 5000.0, 2.846206015, 0.0, 500.0, 50.0, 0.71396798
0.0, 5000.0, 1.64111445, 0.0, 500.0, 50.0, 0.28719083
0.0, 5000.0, 10.450993587, 0.0, 500.0, 50.0, 8.277284767
0.0, 5000.0, 13.240444345, 0.0, 500.0, 50.0, 0.941234623
0.0, 5000.0, 2.378949447, 0.0, 500.0, 50.0, 0.316101497
0.0, 5000.0, 7.920158992, 0.0, 500.0, 50.0, 1.044638044
0.0, 5000.0, 9.399001958, 0.0, 500.0, 50.0, 0.584703051
0.0, 5000.0, 27.216437794, 0.0, 500.0, 50.0, 1.342411413
194.0, 5000.0, 89.310314566, 0.0, 500.0, 50.0, 16.694552789
0.0, 5000.0, 10.887929148, 0.0, 500.0, 50.0, 1.392540823
18.0, 5000.0, 13.685482654, 0.0, 500.0, 50.0, 0.464963382
0.0, 5000.0, 12.075775551, 0.0, 500.0, 50.0, 1.369728899
23.0, 5000.0, 21.005806768, 0.0, 500.0, 50.0, 1.390583822
0.0, 5000.0, 3.207317829, 0.0, 500.0, 50.0, 0.399989086
0.0, 5000.0, 3.976686446, 0.0, 500.0, 50.0, 0.448616406
0.0, 5000.0, 20.445689777, 0.0, 500.0, 50.0, 1.442742655
0.0, 5000.0, 2.965883109, 0.0, 500.0, 50.0, 0.709497548
0.0, 5000.0, 7.192536387, 0.0, 500.0, 50.0, 0.613255281
0.0, 5000.0, 8.336228691, 0.0, 500.0, 50.0, 3.81123137
0.0, 5000.0, 6.706998705, 0.0, 500.0, 50.0, 0.990559364
0.0, 5000.0, 9.90162486, 0.0, 500.0, 50.0, 0.557456671
